round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,198
26,197
27,195
28,194
29,192
30,189
31,187
32,186
33,183
34,182
35,182
36,179
37,174
38,174
39,171
40,170
41,167
42,167
43,164
44,163
45,162
46,160
47,158
48,156
49,155
50,153
51,150
52,149
53,149
54,148
55,145
56,144
57,143
58,142
59,141
60,138
61,136
62,134
63,132
64,130
65,127
66,125
67,124
68,120
69,118
70,117
71,116
72,114
73,109
74,104
75,103
76,103
77,102
78,100
79,99
80,97
81,96
82,96
83,95
84,93
85,92
86,89
87,83
88,82
89,81
90,79
91,77
92,72
93,69
94,68
95,65
96,64
97,59
98,59
99,59
100,59
