round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,198
26,198
27,195
28,190
29,186
30,185
31,184
32,184
33,184
34,183
35,182
36,177
37,175
38,173
39,171
40,168
41,168
42,166
43,164
44,162
45,160
46,159
47,157
48,155
49,155
50,151
51,149
52,145
53,143
54,139
55,137
56,134
57,133
58,132
59,129
60,128
61,127
62,126
63,124
64,121
65,118
66,116
67,114
68,112
69,110
70,107
71,104
72,104
73,101
74,100
75,99
76,97
77,95
78,93
79,91
80,88
81,84
82,84
83,83
84,82
85,82
86,77
87,75
88,75
89,73
90,72
91,69
92,69
93,69
94,66
95,64
96,63
97,62
98,59
99,57
100,56
