round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,199
23,198
24,198
25,197
26,193
27,192
28,192
29,190
30,189
31,187
32,186
33,184
34,182
35,180
36,178
37,174
38,172
39,169
40,169
41,166
42,164
43,161
44,159
45,157
46,153
47,150
48,147
49,146
50,145
51,143
52,140
53,138
54,137
55,135
56,134
57,132
58,131
59,127
60,126
61,123
62,122
63,122
64,121
65,120
66,118
67,117
68,114
69,112
70,109
71,106
72,105
73,104
74,100
75,96
76,94
77,92
78,91
79,88
80,87
81,84
82,80
83,79
84,72
85,72
86,72
87,70
88,70
89,69
90,67
91,66
92,65
93,64
94,63
95,63
96,61
97,60
98,59
99,58
100,58
