round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,199
24,198
25,196
26,191
27,187
28,186
29,186
30,184
31,182
32,180
33,180
34,179
35,178
36,174
37,173
38,167
39,165
40,162
41,157
42,155
43,155
44,150
45,150
46,149
47,148
48,148
49,146
50,143
51,142
52,140
53,136
54,136
55,136
56,134
57,133
58,131
59,129
60,127
61,126
62,123
63,121
64,118
65,117
66,117
67,116
68,115
69,114
70,114
71,111
72,106
73,105
74,105
75,104
76,100
77,100
78,97
79,95
80,93
81,92
82,90
83,86
84,84
85,82
86,80
87,78
88,77
89,76
90,74
91,73
92,73
93,72
94,67
95,66
96,63
97,62
98,61
99,60
100,58
