round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,197
24,193
25,192
26,188
27,187
28,186
29,182
30,181
31,178
32,176
33,172
34,169
35,167
36,167
37,167
38,166
39,166
40,164
41,163
42,160
43,158
44,156
45,156
46,153
47,151
48,150
49,149
50,147
51,144
52,143
53,137
54,136
55,136
56,135
57,134
58,132
59,132
60,127
61,124
62,123
63,123
64,122
65,121
66,120
67,117
68,115
69,111
70,109
71,109
72,106
73,105
74,104
75,102
76,99
77,98
78,96
79,93
80,92
81,87
82,85
83,83
84,81
85,78
86,75
87,75
88,73
89,72
90,71
91,69
92,66
93,64
94,63
95,63
96,63
97,62
98,61
99,60
100,57
