round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,198
26,194
27,194
28,190
29,188
30,185
31,185
32,182
33,181
34,179
35,177
36,175
37,174
38,171
39,171
40,169
41,168
42,168
43,167
44,167
45,166
46,165
47,163
48,161
49,160
50,158
51,157
52,156
53,156
54,155
55,150
56,148
57,147
58,147
59,147
60,146
61,145
62,143
63,139
64,136
65,133
66,130
67,128
68,126
69,126
70,122
71,119
72,115
73,113
74,111
75,110
76,108
77,106
78,105
79,104
80,101
81,98
82,96
83,96
84,94
85,92
86,91
87,90
88,90
89,90
90,89
91,85
92,83
93,81
94,80
95,79
96,77
97,77
98,76
99,74
100,73
