round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,199
24,199
25,199
26,197
27,196
28,195
29,194
30,191
31,189
32,188
33,186
34,184
35,184
36,183
37,181
38,178
39,174
40,172
41,171
42,168
43,166
44,165
45,163
46,161
47,157
48,156
49,155
50,151
51,149
52,148
53,146
54,145
55,143
56,139
57,138
58,138
59,138
60,137
61,137
62,135
63,134
64,134
65,133
66,129
67,124
68,124
69,122
70,119
71,117
72,114
73,113
74,113
75,110
76,106
77,106
78,103
79,103
80,102
81,101
82,101
83,98
84,98
85,97
86,95
87,95
88,95
89,95
90,94
91,91
92,89
93,87
94,84
95,83
96,83
97,83
98,82
99,79
100,78
