round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,199
23,197
24,196
25,195
26,190
27,190
28,188
29,186
30,185
31,181
32,179
33,178
34,176
35,173
36,172
37,169
38,167
39,166
40,166
41,165
42,164
43,161
44,161
45,159
46,156
47,155
48,153
49,152
50,151
51,148
52,147
53,145
54,143
55,142
56,142
57,139
58,137
59,137
60,136
61,134
62,133
63,131
64,127
65,124
66,122
67,119
68,113
69,112
70,109
71,108
72,106
73,104
74,102
75,101
76,99
77,98
78,96
79,95
80,94
81,94
82,93
83,91
84,90
85,89
86,86
87,84
88,81
89,80
90,77
91,76
92,73
93,69
94,67
95,65
96,64
97,64
98,61
99,59
100,56
