round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,197
26,196
27,193
28,189
29,185
30,180
31,180
32,179
33,177
34,176
35,173
36,173
37,172
38,169
39,166
40,165
41,164
42,162
43,160
44,160
45,159
46,158
47,157
48,156
49,155
50,154
51,151
52,149
53,147
54,147
55,142
56,138
57,133
58,132
59,131
60,131
61,129
62,124
63,123
64,122
65,121
66,120
67,119
68,119
69,117
70,116
71,116
72,114
73,113
74,112
75,110
76,109
77,108
78,106
79,105
80,103
81,102
82,102
83,101
84,98
85,94
86,93
87,92
88,90
89,88
90,86
91,86
92,86
93,83
94,83
95,78
96,77
97,74
98,72
99,72
100,70
