round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,194
27,193
28,189
29,185
30,181
31,180
32,179
33,176
34,175
35,174
36,174
37,171
38,169
39,167
40,166
41,163
42,161
43,160
44,159
45,159
46,158
47,156
48,155
49,154
50,152
51,151
52,150
53,147
54,144
55,144
56,143
57,141
58,138
59,137
60,135
61,134
62,133
63,133
64,132
65,131
66,128
67,128
68,127
69,126
70,123
71,123
72,122
73,119
74,116
75,115
76,114
77,114
78,110
79,106
80,103
81,101
82,101
83,99
84,98
85,96
86,94
87,92
88,90
89,88
90,87
91,86
92,86
93,86
94,82
95,80
96,79
97,79
98,78
99,77
100,74
