round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,199
17,199
18,199
19,198
20,198
21,198
22,197
23,197
24,195
25,194
26,189
27,187
28,186
29,183
30,182
31,181
32,180
33,178
34,177
35,176
36,176
37,175
38,173
39,173
40,171
41,169
42,167
43,165
44,161
45,160
46,158
47,157
48,155
49,152
50,151
51,151
52,148
53,147
54,146
55,146
56,146
57,145
58,145
59,142
60,140
61,140
62,139
63,136
64,136
65,134
66,134
67,133
68,132
69,131
70,129
71,126
72,125
73,122
74,121
75,117
76,116
77,115
78,115
79,113
80,112
81,112
82,112
83,112
84,111
85,110
86,109
87,106
88,104
89,104
90,104
91,104
92,104
93,104
94,103
95,103
96,102
97,101
98,101
99,101
100,100
