round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,199
24,199
25,198
26,194
27,192
28,191
29,189
30,189
31,189
32,188
33,188
34,186
35,183
36,183
37,182
38,179
39,177
40,177
41,174
42,173
43,170
44,170
45,169
46,167
47,165
48,163
49,162
50,161
51,158
52,158
53,156
54,154
55,149
56,149
57,148
58,148
59,148
60,145
61,143
62,143
63,141
64,141
65,140
66,139
67,138
68,136
69,135
70,133
71,132
72,129
73,128
74,127
75,122
76,121
77,120
78,119
79,117
80,116
81,115
82,114
83,113
84,111
85,110
86,109
87,108
88,107
89,105
90,105
91,105
92,105
93,104
94,103
95,103
96,102
97,102
98,101
99,101
100,101
