round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,196
27,192
28,192
29,192
30,192
31,191
32,186
33,185
34,184
35,183
36,180
37,176
38,172
39,171
40,168
41,168
42,166
43,164
44,160
45,158
46,154
47,153
48,153
49,152
50,149
51,148
52,147
53,146
54,146
55,145
56,144
57,143
58,140
59,140
60,137
61,137
62,135
63,135
64,134
65,132
66,130
67,130
68,128
69,128
70,127
71,125
72,122
73,122
74,120
75,119
76,116
77,115
78,114
79,111
80,106
81,103
82,102
83,102
84,101
85,101
86,100
87,96
88,93
89,93
90,92
91,92
92,89
93,88
94,88
95,87
96,87
97,86
98,84
99,83
100,82
