round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,198
27,198
28,197
29,196
30,194
31,193
32,190
33,187
34,184
35,182
36,179
37,177
38,175
39,173
40,173
41,171
42,170
43,170
44,170
45,169
46,169
47,166
48,164
49,159
50,156
51,156
52,155
53,153
54,153
55,151
56,149
57,148
58,146
59,145
60,145
61,144
62,142
63,139
64,138
65,137
66,137
67,135
68,133
69,132
70,127
71,123
72,120
73,118
74,117
75,116
76,114
77,109
78,109
79,107
80,104
81,102
82,102
83,101
84,100
85,98
86,98
87,96
88,94
89,94
90,93
91,92
92,91
93,89
94,86
95,82
96,77
97,69
98,68
99,65
100,63
