round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,200
26,199
27,196
28,195
29,192
30,192
31,191
32,190
33,189
34,187
35,187
36,184
37,182
38,179
39,176
40,172
41,172
42,168
43,167
44,165
45,162
46,161
47,159
48,155
49,153
50,151
51,149
52,148
53,148
54,148
55,146
56,143
57,142
58,138
59,137
60,136
61,136
62,135
63,133
64,131
65,131
66,128
67,127
68,127
69,126
70,124
71,123
72,122
73,118
74,117
75,115
76,114
77,112
78,109
79,107
80,105
81,104
82,101
83,99
84,97
85,94
86,92
87,92
88,91
89,90
90,89
91,88
92,86
93,85
94,84
95,83
96,82
97,80
98,78
99,78
100,78
