round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,199
19,199
20,199
21,198
22,197
23,196
24,193
25,192
26,188
27,187
28,185
29,182
30,182
31,180
32,176
33,174
34,171
35,170
36,168
37,166
38,165
39,164
40,163
41,162
42,159
43,156
44,156
45,154
46,153
47,149
48,149
49,146
50,145
51,144
52,144
53,143
54,141
55,138
56,136
57,135
58,134
59,132
60,130
61,128
62,126
63,124
64,122
65,119
66,117
67,116
68,116
69,113
70,112
71,111
72,110
73,108
74,103
75,103
76,100
77,98
78,98
79,95
80,95
81,93
82,93
83,91
84,90
85,86
86,84
87,82
88,81
89,80
90,77
91,73
92,72
93,68
94,64
95,61
96,60
97,57
98,55
99,54
100,54
