round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,199
21,199
22,198
23,197
24,192
25,191
26,191
27,189
28,187
29,186
30,184
31,183
32,181
33,180
34,179
35,178
36,177
37,174
38,173
39,171
40,165
41,163
42,163
43,161
44,161
45,160
46,157
47,155
48,152
49,151
50,149
51,148
52,147
53,143
54,143
55,142
56,140
57,138
58,135
59,134
60,132
61,131
62,128
63,125
64,124
65,122
66,120
67,118
68,117
69,114
70,112
71,111
72,109
73,108
74,106
75,103
76,100
77,100
78,100
79,98
80,96
81,95
82,93
83,89
84,88
85,85
86,84
87,82
88,78
89,76
90,73
91,71
92,68
93,67
94,66
95,64
96,63
97,63
98,59
99,58
100,56
