round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,196
28,194
29,191
30,191
31,191
32,191
33,190
34,189
35,186
36,183
37,181
38,179
39,176
40,170
41,169
42,166
43,166
44,164
45,161
46,159
47,155
48,155
49,154
50,154
51,152
52,151
53,147
54,147
55,146
56,144
57,142
58,141
59,139
60,138
61,136
62,134
63,134
64,134
65,133
66,132
67,131
68,130
69,129
70,126
71,123
72,122
73,119
74,119
75,117
76,116
77,110
78,109
79,107
80,104
81,103
82,101
83,100
84,96
85,95
86,93
87,93
88,93
89,92
90,92
91,89
92,86
93,85
94,84
95,84
96,82
97,82
98,82
99,79
100,79
