round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,198
14,198
15,197
16,197
17,197
18,196
19,194
20,192
21,191
22,188
23,186
24,182
25,180
26,178
27,177
28,176
29,173
30,171
31,169
32,166
33,164
34,161
35,159
36,156
37,155
38,152
39,152
40,151
41,148
42,145
43,141
44,140
45,135
46,132
47,129
48,127
49,126
50,119
51,116
52,111
53,108
54,105
55,103
56,99
57,98
58,95
59,93
60,90
61,86
62,85
63,82
64,79
65,74
66,72
67,69
68,67
69,67
70,60
71,57
72,52
73,51
74,50
75,48
76,44
77,43
78,43
79,42
80,41
81,40
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
