round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,199
24,197
25,196
26,195
27,194
28,192
29,189
30,188
31,186
32,183
33,181
34,174
35,172
36,171
37,171
38,171
39,169
40,169
41,167
42,164
43,162
44,159
45,158
46,157
47,156
48,154
49,154
50,152
51,151
52,150
53,148
54,147
55,145
56,142
57,142
58,140
59,139
60,138
61,135
62,133
63,131
64,128
65,125
66,125
67,123
68,119
69,116
70,114
71,112
72,112
73,109
74,109
75,107
76,105
77,103
78,101
79,98
80,98
81,98
82,96
83,94
84,90
85,88
86,82
87,82
88,78
89,72
90,69
91,66
92,65
93,63
94,56
95,54
96,53
97,53
98,51
99,51
100,49
