round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,196
26,194
27,193
28,190
29,185
30,180
31,179
32,179
33,177
34,175
35,174
36,173
37,172
38,168
39,166
40,165
41,164
42,162
43,161
44,160
45,158
46,157
47,157
48,156
49,154
50,151
51,150
52,148
53,146
54,144
55,142
56,142
57,140
58,137
59,136
60,133
61,131
62,130
63,129
64,128
65,124
66,122
67,122
68,121
69,120
70,118
71,117
72,116
73,115
74,114
75,113
76,111
77,109
78,107
79,106
80,104
81,102
82,101
83,101
84,100
85,98
86,96
87,96
88,92
89,91
90,89
91,88
92,87
93,86
94,83
95,80
96,79
97,78
98,78
99,77
100,74
