round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,198
23,198
24,197
25,196
26,194
27,193
28,192
29,192
30,190
31,190
32,186
33,182
34,178
35,174
36,173
37,172
38,168
39,166
40,166
41,163
42,162
43,158
44,156
45,151
46,150
47,150
48,149
49,147
50,143
51,142
52,142
53,141
54,139
55,138
56,135
57,135
58,134
59,132
60,131
61,130
62,130
63,128
64,125
65,123
66,122
67,118
68,117
69,115
70,113
71,108
72,108
73,108
74,105
75,104
76,102
77,99
78,98
79,97
80,96
81,93
82,90
83,90
84,86
85,86
86,86
87,85
88,83
89,82
90,81
91,78
92,76
93,75
94,72
95,70
96,67
97,63
98,60
99,59
100,57
