round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,198
16,196
17,196
18,196
19,194
20,194
21,193
22,191
23,188
24,187
25,186
26,182
27,178
28,177
29,171
30,169
31,165
32,163
33,158
34,155
35,153
36,150
37,146
38,146
39,146
40,145
41,144
42,144
43,143
44,141
45,138
46,132
47,126
48,124
49,122
50,117
51,116
52,112
53,109
54,106
55,103
56,102
57,101
58,96
59,95
60,91
61,85
62,78
63,75
64,71
65,71
66,71
67,68
68,66
69,61
70,60
71,58
72,56
73,51
74,50
75,47
76,46
77,44
78,43
79,43
80,42
81,42
82,42
83,41
84,41
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
