round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,198
28,193
29,190
30,189
31,187
32,186
33,185
34,184
35,183
36,181
37,180
38,179
39,174
40,172
41,170
42,170
43,170
44,170
45,168
46,167
47,165
48,162
49,161
50,157
51,155
52,154
53,153
54,151
55,150
56,150
57,149
58,148
59,148
60,146
61,145
62,142
63,141
64,140
65,137
66,135
67,131
68,129
69,128
70,125
71,124
72,124
73,124
74,123
75,121
76,120
77,115
78,112
79,110
80,107
81,107
82,105
83,104
84,102
85,101
86,99
87,99
88,95
89,93
90,90
91,89
92,89
93,89
94,87
95,86
96,85
97,81
98,80
99,78
100,75
