round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,199
18,199
19,199
20,197
21,197
22,196
23,196
24,196
25,196
26,196
27,195
28,195
29,192
30,192
31,189
32,188
33,186
34,186
35,186
36,184
37,182
38,180
39,177
40,177
41,177
42,176
43,174
44,172
45,172
46,171
47,171
48,171
49,169
50,168
51,166
52,165
53,163
54,161
55,161
56,160
57,159
58,159
59,159
60,158
61,157
62,157
63,156
64,154
65,152
66,151
67,150
68,149
69,149
70,148
71,146
72,146
73,144
74,141
75,140
76,140
77,140
78,139
79,137
80,137
81,137
82,136
83,136
84,135
85,133
86,133
87,130
88,128
89,126
90,125
91,125
92,125
93,124
94,121
95,119
96,117
97,114
98,113
99,111
100,108
