round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,199
20,199
21,198
22,197
23,196
24,195
25,194
26,194
27,194
28,194
29,193
30,192
31,192
32,191
33,191
34,189
35,187
36,187
37,186
38,186
39,183
40,181
41,179
42,178
43,178
44,178
45,178
46,178
47,178
48,178
49,177
50,175
51,173
52,171
53,170
54,170
55,166
56,166
57,164
58,164
59,161
60,161
61,159
62,159
63,158
64,156
65,154
66,153
67,153
68,150
69,148
70,147
71,147
72,146
73,146
74,144
75,143
76,139
77,136
78,134
79,134
80,134
81,132
82,131
83,129
84,128
85,128
86,128
87,127
88,126
89,124
90,122
91,120
92,120
93,119
94,119
95,117
96,116
97,111
98,111
99,111
100,110
