round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,199
23,198
24,196
25,193
26,192
27,189
28,187
29,185
30,185
31,183
32,181
33,180
34,175
35,173
36,170
37,168
38,167
39,164
40,159
41,156
42,154
43,153
44,151
45,150
46,148
47,144
48,144
49,142
50,141
51,138
52,135
53,133
54,133
55,131
56,130
57,126
58,124
59,122
60,119
61,119
62,119
63,119
64,116
65,116
66,115
67,113
68,111
69,110
70,109
71,105
72,103
73,100
74,100
75,97
76,95
77,94
78,94
79,92
80,88
81,87
82,85
83,83
84,82
85,79
86,77
87,77
88,75
89,70
90,70
91,67
92,66
93,66
94,66
95,64
96,64
97,64
98,63
99,61
100,59
