round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,199
19,199
20,199
21,199
22,198
23,198
24,198
25,196
26,196
27,194
28,193
29,188
30,188
31,184
32,183
33,182
34,181
35,178
36,176
37,174
38,173
39,171
40,170
41,169
42,168
43,166
44,164
45,162
46,162
47,161
48,160
49,158
50,155
51,152
52,151
53,148
54,143
55,140
56,138
57,138
58,137
59,135
60,132
61,130
62,127
63,126
64,123
65,121
66,117
67,115
68,113
69,108
70,104
71,104
72,103
73,101
74,98
75,95
76,94
77,94
78,92
79,89
80,89
81,89
82,87
83,85
84,84
85,83
86,82
87,81
88,78
89,77
90,76
91,74
92,72
93,71
94,71
95,71
96,68
97,66
98,64
99,62
100,61
