round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,199
23,199
24,197
25,196
26,193
27,191
28,189
29,189
30,187
31,186
32,186
33,182
34,180
35,177
36,175
37,173
38,171
39,167
40,165
41,163
42,160
43,159
44,157
45,156
46,153
47,153
48,150
49,150
50,147
51,146
52,144
53,143
54,141
55,141
56,135
57,133
58,131
59,128
60,127
61,125
62,123
63,122
64,120
65,119
66,119
67,118
68,117
69,116
70,112
71,110
72,107
73,106
74,105
75,104
76,103
77,103
78,101
79,100
80,96
81,94
82,92
83,90
84,86
85,85
86,81
87,80
88,78
89,73
90,72
91,68
92,67
93,64
94,63
95,62
96,61
97,59
98,58
99,55
100,55
