round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,198
25,197
26,197
27,197
28,195
29,194
30,193
31,190
32,189
33,189
34,189
35,187
36,186
37,184
38,182
39,182
40,182
41,181
42,181
43,179
44,178
45,175
46,175
47,173
48,171
49,171
50,171
51,171
52,169
53,168
54,168
55,168
56,167
57,165
58,164
59,164
60,163
61,162
62,161
63,157
64,154
65,150
66,149
67,147
68,146
69,145
70,144
71,142
72,140
73,139
74,138
75,137
76,136
77,136
78,135
79,135
80,135
81,133
82,133
83,132
84,131
85,131
86,130
87,129
88,128
89,128
90,128
91,125
92,124
93,123
94,121
95,121
96,120
97,120
98,117
99,116
100,115
