round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,198
26,196
27,196
28,194
29,194
30,194
31,193
32,192
33,191
34,188
35,188
36,187
37,186
38,186
39,186
40,183
41,183
42,182
43,179
44,178
45,178
46,177
47,177
48,176
49,173
50,173
51,170
52,170
53,170
54,169
55,168
56,167
57,166
58,164
59,163
60,163
61,161
62,161
63,159
64,159
65,157
66,152
67,152
68,151
69,149
70,149
71,146
72,145
73,144
74,143
75,140
76,140
77,140
78,138
79,137
80,134
81,131
82,129
83,129
84,129
85,129
86,128
87,128
88,125
89,124
90,123
91,123
92,123
93,123
94,121
95,121
96,120
97,120
98,119
99,119
100,117
