round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,198
23,198
24,197
25,195
26,193
27,193
28,192
29,189
30,187
31,186
32,185
33,183
34,182
35,180
36,179
37,174
38,171
39,170
40,170
41,167
42,164
43,162
44,157
45,154
46,152
47,152
48,149
49,148
50,146
51,145
52,143
53,140
54,139
55,137
56,137
57,137
58,136
59,134
60,131
61,130
62,126
63,125
64,121
65,118
66,116
67,114
68,113
69,110
70,106
71,104
72,103
73,102
74,99
75,94
76,92
77,89
78,88
79,86
80,85
81,82
82,80
83,77
84,75
85,74
86,73
87,72
88,69
89,69
90,67
91,66
92,66
93,66
94,64
95,62
96,61
97,59
98,59
99,58
100,58
