round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,199
24,199
25,198
26,195
27,194
28,194
29,193
30,192
31,191
32,190
33,188
34,187
35,187
36,187
37,185
38,184
39,184
40,183
41,181
42,181
43,180
44,178
45,178
46,175
47,174
48,174
49,173
50,173
51,171
52,169
53,168
54,166
55,166
56,165
57,163
58,161
59,160
60,159
61,158
62,158
63,157
64,157
65,156
66,156
67,151
68,150
69,146
70,145
71,145
72,143
73,140
74,140
75,139
76,137
77,135
78,134
79,132
80,131
81,129
82,129
83,128
84,126
85,125
86,122
87,121
88,121
89,121
90,120
91,119
92,119
93,119
94,119
95,119
96,119
97,116
98,115
99,114
100,112
