round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,197
21,194
22,193
23,192
24,191
25,190
26,185
27,185
28,181
29,179
30,177
31,173
32,170
33,165
34,161
35,159
36,159
37,156
38,153
39,150
40,146
41,142
42,141
43,138
44,135
45,131
46,130
47,127
48,124
49,120
50,116
51,109
52,107
53,103
54,100
55,95
56,94
57,89
58,82
59,80
60,79
61,77
62,74
63,71
64,70
65,67
66,67
67,65
68,62
69,58
70,56
71,55
72,54
73,52
74,50
75,48
76,47
77,47
78,43
79,41
80,41
81,40
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
