round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,198
16,196
17,195
18,194
19,194
20,191
21,189
22,185
23,185
24,184
25,181
26,181
27,180
28,178
29,177
30,173
31,171
32,168
33,165
34,163
35,163
36,162
37,158
38,155
39,154
40,150
41,146
42,144
43,141
44,135
45,135
46,134
47,131
48,127
49,123
50,122
51,119
52,116
53,114
54,109
55,104
56,102
57,100
58,98
59,93
60,91
61,91
62,87
63,83
64,82
65,81
66,78
67,74
68,65
69,62
70,60
71,58
72,55
73,53
74,53
75,49
76,46
77,43
78,43
79,43
80,43
81,41
82,41
83,41
84,41
85,41
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
