round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,199
26,198
27,197
28,195
29,194
30,193
31,190
32,189
33,189
34,188
35,187
36,185
37,183
38,180
39,178
40,178
41,172
42,169
43,167
44,164
45,157
46,154
47,152
48,150
49,149
50,148
51,145
52,142
53,142
54,140
55,135
56,134
57,134
58,132
59,131
60,128
61,126
62,124
63,121
64,119
65,119
66,119
67,118
68,115
69,110
70,109
71,107
72,107
73,106
74,105
75,101
76,100
77,96
78,93
79,92
80,90
81,89
82,87
83,85
84,83
85,80
86,79
87,78
88,78
89,75
90,74
91,70
92,69
93,66
94,65
95,64
96,64
97,61
98,60
99,59
100,59
