round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,199
21,199
22,199
23,199
24,198
25,198
26,197
27,195
28,194
29,193
30,191
31,188
32,187
33,185
34,184
35,182
36,182
37,182
38,181
39,181
40,180
41,180
42,178
43,175
44,172
45,171
46,171
47,171
48,171
49,170
50,170
51,169
52,167
53,166
54,165
55,164
56,164
57,163
58,163
59,160
60,158
61,157
62,155
63,155
64,153
65,153
66,149
67,148
68,145
69,145
70,145
71,143
72,143
73,143
74,140
75,140
76,138
77,135
78,130
79,130
80,129
81,128
82,126
83,125
84,125
85,125
86,124
87,122
88,122
89,120
90,120
91,119
92,119
93,119
94,119
95,119
96,118
97,118
98,114
99,112
100,111
