round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,199
24,198
25,195
26,194
27,193
28,191
29,189
30,188
31,187
32,187
33,187
34,187
35,187
36,186
37,184
38,184
39,184
40,183
41,183
42,180
43,179
44,177
45,175
46,174
47,173
48,173
49,170
50,168
51,167
52,166
53,165
54,165
55,164
56,162
57,161
58,160
59,159
60,157
61,156
62,156
63,155
64,155
65,151
66,151
67,150
68,149
69,147
70,147
71,146
72,145
73,144
74,144
75,144
76,144
77,142
78,137
79,134
80,134
81,133
82,132
83,130
84,128
85,128
86,127
87,124
88,121
89,120
90,119
91,116
92,115
93,113
94,112
95,112
96,112
97,112
98,112
99,112
100,112
