round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,199
21,199
22,199
23,198
24,197
25,197
26,196
27,195
28,194
29,194
30,194
31,194
32,190
33,190
34,190
35,189
36,189
37,188
38,187
39,187
40,185
41,185
42,184
43,180
44,176
45,175
46,174
47,172
48,168
49,166
50,166
51,164
52,162
53,161
54,160
55,158
56,158
57,158
58,157
59,156
60,156
61,153
62,152
63,152
64,151
65,151
66,150
67,150
68,149
69,148
70,147
71,147
72,147
73,145
74,143
75,143
76,140
77,137
78,135
79,133
80,131
81,130
82,130
83,126
84,126
85,126
86,125
87,124
88,124
89,123
90,123
91,123
92,122
93,120
94,120
95,119
96,118
97,116
98,116
99,114
100,114
