round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,197
26,195
27,194
28,193
29,193
30,193
31,192
32,189
33,188
34,186
35,183
36,183
37,182
38,182
39,182
40,180
41,179
42,178
43,178
44,177
45,173
46,172
47,171
48,170
49,170
50,170
51,168
52,168
53,167
54,165
55,164
56,163
57,163
58,162
59,162
60,162
61,161
62,160
63,157
64,154
65,153
66,153
67,152
68,152
69,150
70,149
71,146
72,145
73,143
74,142
75,141
76,140
77,137
78,137
79,137
80,136
81,135
82,134
83,133
84,130
85,128
86,128
87,127
88,127
89,126
90,126
91,125
92,124
93,122
94,119
95,118
96,117
97,116
98,115
99,114
100,114
