round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,198
19,197
20,196
21,196
22,195
23,191
24,190
25,190
26,189
27,188
28,188
29,186
30,182
31,182
32,179
33,176
34,173
35,173
36,171
37,171
38,169
39,167
40,165
41,165
42,164
43,162
44,161
45,159
46,158
47,156
48,154
49,150
50,148
51,148
52,148
53,146
54,144
55,142
56,139
57,138
58,137
59,135
60,133
61,132
62,131
63,130
64,127
65,125
66,121
67,121
68,121
69,120
70,119
71,117
72,117
73,116
74,113
75,108
76,108
77,107
78,106
79,106
80,106
81,105
82,104
83,103
84,102
85,102
86,101
87,101
88,101
89,100
90,100
91,100
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
