round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,198
27,196
28,195
29,193
30,193
31,192
32,191
33,188
34,185
35,184
36,184
37,183
38,183
39,178
40,178
41,178
42,178
43,176
44,176
45,176
46,175
47,173
48,173
49,171
50,170
51,169
52,169
53,167
54,166
55,164
56,162
57,161
58,161
59,160
60,159
61,159
62,159
63,159
64,159
65,157
66,156
67,155
68,155
69,154
70,154
71,151
72,151
73,148
74,144
75,143
76,141
77,141
78,140
79,139
80,139
81,138
82,138
83,138
84,137
85,136
86,136
87,134
88,132
89,130
90,129
91,129
92,129
93,128
94,128
95,128
96,127
97,125
98,124
99,123
100,123
