round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,199
20,199
21,199
22,199
23,198
24,197
25,197
26,194
27,193
28,192
29,190
30,189
31,189
32,185
33,182
34,180
35,175
36,173
37,171
38,168
39,167
40,163
41,160
42,160
43,157
44,156
45,153
46,149
47,149
48,146
49,145
50,143
51,142
52,136
53,134
54,132
55,131
56,131
57,129
58,127
59,125
60,123
61,121
62,120
63,119
64,118
65,117
66,116
67,114
68,112
69,111
70,110
71,110
72,109
73,109
74,106
75,103
76,101
77,101
78,98
79,94
80,92
81,90
82,90
83,84
84,84
85,82
86,80
87,80
88,79
89,76
90,73
91,72
92,71
93,67
94,67
95,66
96,64
97,63
98,62
99,60
100,59
