round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,199
22,199
23,198
24,198
25,197
26,195
27,194
28,193
29,192
30,190
31,189
32,188
33,187
34,185
35,180
36,176
37,174
38,172
39,168
40,166
41,165
42,164
43,162
44,162
45,161
46,160
47,158
48,156
49,156
50,155
51,151
52,149
53,149
54,144
55,142
56,140
57,138
58,137
59,136
60,135
61,132
62,130
63,130
64,127
65,125
66,122
67,116
68,114
69,113
70,112
71,111
72,109
73,105
74,102
75,98
76,97
77,95
78,92
79,89
80,85
81,84
82,82
83,79
84,79
85,77
86,75
87,73
88,71
89,69
90,67
91,65
92,61
93,61
94,61
95,59
96,58
97,56
98,55
99,55
100,51
