round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,199
21,199
22,199
23,199
24,199
25,197
26,193
27,193
28,192
29,190
30,190
31,188
32,187
33,185
34,181
35,178
36,177
37,177
38,173
39,170
40,170
41,167
42,163
43,161
44,158
45,157
46,155
47,153
48,150
49,149
50,146
51,143
52,138
53,133
54,133
55,133
56,133
57,131
58,130
59,130
60,128
61,127
62,126
63,126
64,124
65,122
66,119
67,115
68,114
69,112
70,109
71,105
72,102
73,102
74,99
75,98
76,96
77,94
78,90
79,87
80,85
81,82
82,78
83,78
84,76
85,75
86,75
87,74
88,72
89,70
90,70
91,68
92,68
93,65
94,64
95,62
96,60
97,59
98,59
99,58
100,57
