round,total_data_transmitted_gb_x,total_data_transmitted_gb_y,total_data_transmitted_gb_x,total_data_transmitted_gb_y,average_data_transmitted
100,21.84485178440809,21.84485178440809,21.84485178440809,21.84485178440809,21
