round,total_data_transmitted_gb_x,total_data_transmitted_gb_y,total_data_transmitted_gb_x,total_data_transmitted_gb_y,average_data_transmitted
100,21.860170178115368,21.860170178115368,21.59803195670247,21.860170178115368,21
