round,total_data_transmitted_gb_x,total_data_transmitted_gb_y,total_data_transmitted_gb_x,total_data_transmitted_gb_y,average_data_transmitted
100,87.37940713763237,87.37940713763237,87.37940713763237,87.37940713763237,87
