round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,199
16,199
17,198
18,198
19,198
20,198
21,197
22,197
23,197
24,195
25,195
26,192
27,190
28,189
29,188
30,188
31,187
32,185
33,185
34,184
35,183
36,182
37,180
38,178
39,173
40,171
41,168
42,166
43,162
44,160
45,157
46,156
47,156
48,154
49,153
50,149
51,148
52,146
53,141
54,137
55,136
56,135
57,135
58,133
59,131
60,130
61,127
62,125
63,119
64,117
65,117
66,116
67,116
68,116
69,115
70,111
71,110
72,109
73,106
74,104
75,102
76,99
77,98
78,97
79,97
80,95
81,93
82,89
83,88
84,88
85,87
86,85
87,84
88,83
89,81
90,81
91,81
92,79
93,79
94,77
95,77
96,76
97,75
98,71
99,69
100,67
