round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,199
16,198
17,197
18,197
19,197
20,197
21,197
22,197
23,197
24,195
25,192
26,191
27,190
28,185
29,182
30,181
31,180
32,179
33,179
34,177
35,177
36,175
37,173
38,173
39,172
40,171
41,168
42,168
43,163
44,159
45,158
46,156
47,155
48,152
49,150
50,148
51,146
52,144
53,142
54,139
55,139
56,139
57,136
58,135
59,132
60,129
61,126
62,120
63,119
64,117
65,116
66,114
67,114
68,112
69,111
70,111
71,110
72,110
73,108
74,108
75,108
76,106
77,105
78,104
79,103
80,103
81,102
82,99
83,98
84,96
85,96
86,96
87,93
88,91
89,90
90,89
91,88
92,86
93,85
94,84
95,82
96,80
97,80
98,78
99,76
100,76
