round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,200
26,197
27,194
28,194
29,194
30,193
31,193
32,193
33,192
34,190
35,190
36,190
37,186
38,184
39,182
40,181
41,180
42,177
43,175
44,174
45,172
46,172
47,172
48,172
49,172
50,171
51,170
52,169
53,168
54,166
55,166
56,166
57,166
58,166
59,165
60,163
61,161
62,160
63,159
64,159
65,158
66,158
67,157
68,157
69,156
70,156
71,152
72,151
73,151
74,150
75,149
76,148
77,146
78,146
79,145
80,144
81,142
82,141
83,139
84,138
85,135
86,133
87,132
88,132
89,132
90,131
91,128
92,127
93,127
94,127
95,126
96,125
97,121
98,120
99,120
100,118
