round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,199
25,199
26,197
27,197
28,196
29,195
30,194
31,193
32,190
33,189
34,189
35,188
36,188
37,187
38,187
39,186
40,183
41,182
42,182
43,182
44,179
45,178
46,176
47,176
48,176
49,174
50,173
51,173
52,172
53,171
54,168
55,168
56,167
57,165
58,164
59,163
60,163
61,163
62,163
63,163
64,160
65,160
66,158
67,157
68,157
69,155
70,152
71,152
72,150
73,149
74,148
75,147
76,144
77,143
78,140
79,139
80,139
81,139
82,137
83,136
84,134
85,133
86,132
87,132
88,132
89,131
90,130
91,129
92,129
93,129
94,127
95,126
96,123
97,120
98,120
99,120
100,119
