round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,197
26,195
27,195
28,194
29,192
30,191
31,190
32,189
33,189
34,188
35,187
36,185
37,184
38,182
39,181
40,181
41,181
42,180
43,180
44,179
45,178
46,176
47,174
48,174
49,172
50,172
51,170
52,168
53,168
54,168
55,168
56,167
57,165
58,165
59,165
60,165
61,163
62,163
63,163
64,161
65,159
66,156
67,156
68,156
69,155
70,153
71,153
72,153
73,153
74,147
75,147
76,147
77,146
78,145
79,144
80,143
81,141
82,141
83,140
84,139
85,136
86,134
87,133
88,133
89,132
90,131
91,129
92,129
93,127
94,127
95,127
96,126
97,126
98,125
99,122
100,122
