round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,199
13,199
14,199
15,199
16,199
17,199
18,199
19,198
20,198
21,196
22,196
23,195
24,195
25,194
26,192
27,190
28,187
29,186
30,184
31,183
32,182
33,180
34,179
35,177
36,175
37,172
38,167
39,166
40,164
41,162
42,162
43,162
44,161
45,158
46,156
47,154
48,151
49,151
50,145
51,144
52,143
53,143
54,142
55,140
56,138
57,137
58,135
59,130
60,129
61,128
62,126
63,124
64,123
65,122
66,122
67,120
68,119
69,119
70,118
71,117
72,117
73,117
74,116
75,115
76,114
77,112
78,112
79,111
80,109
81,108
82,108
83,108
84,106
85,105
86,104
87,103
88,103
89,103
90,103
91,102
92,100
93,100
94,100
95,100
96,100
97,100
98,100
99,100
100,100
