round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,200
26,200
27,198
28,197
29,195
30,194
31,194
32,193
33,192
34,191
35,191
36,191
37,191
38,188
39,185
40,183
41,182
42,181
43,180
44,179
45,176
46,175
47,174
48,172
49,172
50,172
51,171
52,170
53,170
54,168
55,167
56,167
57,166
58,166
59,165
60,165
61,163
62,161
63,160
64,158
65,158
66,157
67,157
68,156
69,156
70,156
71,155
72,155
73,152
74,152
75,150
76,149
77,149
78,145
79,145
80,143
81,142
82,140
83,140
84,138
85,134
86,133
87,132
88,132
89,130
90,129
91,127
92,126
93,126
94,125
95,124
96,124
97,122
98,121
99,120
100,120
