round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,199
23,197
24,197
25,196
26,195
27,194
28,193
29,193
30,192
31,191
32,190
33,188
34,188
35,185
36,182
37,182
38,181
39,181
40,177
41,175
42,175
43,173
44,173
45,173
46,171
47,169
48,168
49,167
50,167
51,167
52,166
53,165
54,165
55,163
56,162
57,161
58,159
59,159
60,156
61,156
62,155
63,155
64,155
65,154
66,151
67,151
68,147
69,147
70,145
71,143
72,140
73,139
74,139
75,138
76,136
77,136
78,133
79,132
80,131
81,131
82,131
83,130
84,129
85,128
86,125
87,125
88,124
89,122
90,121
91,120
92,118
93,118
94,116
95,115
96,114
97,113
98,111
99,109
100,107
