round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,199
24,196
25,195
26,192
27,191
28,185
29,184
30,181
31,178
32,176
33,175
34,173
35,170
36,170
37,169
38,165
39,163
40,161
41,160
42,158
43,156
44,154
45,153
46,152
47,152
48,151
49,149
50,147
51,147
52,145
53,145
54,144
55,142
56,138
57,136
58,132
59,131
60,128
61,127
62,126
63,125
64,124
65,122
66,122
67,120
68,117
69,117
70,114
71,112
72,111
73,106
74,103
75,100
76,97
77,96
78,95
79,89
80,88
81,86
82,84
83,82
84,81
85,81
86,79
87,77
88,76
89,73
90,72
91,72
92,70
93,66
94,63
95,61
96,58
97,56
98,55
99,50
100,49
