round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,197
27,197
28,197
29,194
30,193
31,193
32,192
33,191
34,189
35,188
36,187
37,187
38,183
39,183
40,183
41,183
42,182
43,182
44,180
45,179
46,178
47,177
48,177
49,177
50,174
51,172
52,172
53,171
54,170
55,170
56,169
57,168
58,168
59,167
60,167
61,166
62,165
63,165
64,164
65,160
66,159
67,158
68,157
69,155
70,154
71,154
72,152
73,151
74,149
75,149
76,146
77,144
78,144
79,140
80,140
81,138
82,137
83,136
84,135
85,135
86,134
87,133
88,133
89,131
90,131
91,131
92,130
93,130
94,130
95,130
96,129
97,129
98,126
99,126
100,126
