round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,198
18,198
19,198
20,197
21,197
22,197
23,196
24,196
25,193
26,191
27,188
28,186
29,182
30,180
31,180
32,179
33,177
34,176
35,175
36,173
37,173
38,172
39,171
40,167
41,164
42,163
43,163
44,163
45,163
46,162
47,162
48,160
49,159
50,155
51,152
52,149
53,149
54,146
55,144
56,143
57,140
58,136
59,133
60,128
61,125
62,124
63,122
64,122
65,122
66,120
67,116
68,111
69,109
70,109
71,107
72,105
73,103
74,102
75,98
76,97
77,95
78,95
79,94
80,90
81,88
82,85
83,85
84,80
85,78
86,78
87,75
88,74
89,73
90,72
91,68
92,67
93,65
94,64
95,62
96,58
97,54
98,52
99,50
100,47
