round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,197
28,197
29,194
30,193
31,192
32,189
33,187
34,186
35,186
36,186
37,185
38,181
39,180
40,179
41,177
42,177
43,173
44,169
45,167
46,167
47,165
48,162
49,158
50,157
51,153
52,151
53,148
54,146
55,146
56,145
57,142
58,139
59,138
60,137
61,137
62,134
63,132
64,131
65,128
66,127
67,127
68,123
69,123
70,123
71,123
72,122
73,120
74,120
75,117
76,115
77,112
78,107
79,106
80,102
81,101
82,100
83,100
84,97
85,94
86,92
87,92
88,89
89,88
90,86
91,84
92,82
93,81
94,80
95,80
96,80
97,77
98,75
99,74
100,72
