round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,198
26,194
27,193
28,192
29,187
30,186
31,184
32,182
33,181
34,179
35,178
36,176
37,176
38,171
39,170
40,169
41,169
42,169
43,168
44,166
45,166
46,164
47,162
48,162
49,161
50,157
51,157
52,156
53,155
54,154
55,154
56,152
57,149
58,149
59,148
60,148
61,147
62,147
63,146
64,143
65,138
66,133
67,131
68,131
69,130
70,127
71,125
72,125
73,118
74,116
75,114
76,112
77,110
78,108
79,105
80,105
81,105
82,102
83,98
84,98
85,97
86,94
87,94
88,92
89,91
90,89
91,89
92,89
93,89
94,86
95,85
96,84
97,81
98,81
99,79
100,76
