round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,199
26,199
27,197
28,197
29,194
30,192
31,191
32,191
33,190
34,187
35,187
36,186
37,185
38,184
39,179
40,174
41,171
42,171
43,166
44,164
45,163
46,162
47,158
48,157
49,151
50,150
51,149
52,145
53,145
54,144
55,142
56,140
57,135
58,132
59,131
60,130
61,126
62,125
63,125
64,123
65,123
66,121
67,121
68,121
69,120
70,119
71,116
72,114
73,107
74,104
75,102
76,100
77,97
78,95
79,95
80,93
81,90
82,89
83,88
84,86
85,84
86,80
87,80
88,79
89,79
90,77
91,76
92,73
93,72
94,70
95,68
96,68
97,66
98,66
99,65
100,63
