round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,199
16,199
17,198
18,197
19,196
20,192
21,189
22,186
23,184
24,179
25,177
26,172
27,170
28,167
29,164
30,163
31,161
32,158
33,156
34,156
35,153
36,147
37,146
38,143
39,139
40,138
41,136
42,135
43,135
44,133
45,131
46,129
47,124
48,122
49,118
50,118
51,114
52,114
53,112
54,111
55,110
56,105
57,100
58,100
59,95
60,92
61,90
62,90
63,87
64,83
65,81
66,78
67,72
68,68
69,64
70,62
71,58
72,57
73,57
74,54
75,51
76,47
77,47
78,44
79,41
80,41
81,40
82,40
83,40
84,40
85,40
86,40
87,40
88,40
89,40
90,40
91,40
92,40
93,40
94,40
95,40
96,40
97,40
98,40
99,40
100,40
