round,battery_round
1,200
2,200
3,200
4,200
5,200
6,200
7,200
8,200
9,200
10,200
11,200
12,200
13,200
14,200
15,200
16,200
17,200
18,200
19,200
20,200
21,200
22,200
23,200
24,200
25,200
26,199
27,198
28,193
29,192
30,191
31,189
32,188
33,188
34,185
35,184
36,184
37,180
38,179
39,177
40,175
41,172
42,171
43,171
44,170
45,167
46,165
47,164
48,163
49,161
50,158
51,156
52,156
53,154
54,153
55,153
56,152
57,151
58,148
59,146
60,143
61,142
62,140
63,138
64,137
65,136
66,134
67,133
68,131
69,131
70,129
71,128
72,125
73,124
74,123
75,121
76,119
77,117
78,114
79,109
80,106
81,103
82,103
83,102
84,101
85,98
86,97
87,94
88,91
89,91
90,90
91,90
92,87
93,87
94,86
95,85
96,82
97,81
98,79
99,77
100,76
